CustomerID,CustomerName,BusinessSegment,Country,Region,State,City,PostalCode,Order ID,Order Date,ShipID,ItemNum,OrderQty,Discount,Ship Date,Ship Mode,Manufacture,Category,Sub-Category,Product Name,Price,Cost,Year,Month,Day,MarkedPrice,BuyingPrice,SellingPrice,Profit
A27497W94122,Aaron Hawkins,Corporate,United States,West,California,San Francisco,94122,CA-2012-130113,2019-12-27,542652.0,TP937497,10.0,0.2,2019-12-31,Standard Class,Other,Technology,Phones,Geemarc AmpliPOWER60,74.1739,20.83536517,2019.0,12.0,31.0,741.739,208.3536517,741.539,533.1853483
A27497W94122,Aaron Hawkins,Corporate,United States,West,California,San Francisco,94122,CA-2012-130113,2019-12-27,542652.0,OS406855,2.0,0.0,2019-12-31,Standard Class,Fellowes,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,148.3704,80.63608696,2019.0,12.0,31.0,296.7408,161.27217392,296.7408,135.46862607999998
A32573C78745,Aaron Smayling,Corporate,United States,Central,Texas,Austin,78745,CA-2014-162691,2021-08-02,809933.0,OP814821,7.0,0.2,2021-08-08,Standard Class,Xerox,Office Supplies,Paper,Xerox 1998,5.1111,3.758161765,2021.0,8.0,8.0,35.7777,26.307132355,35.5777,9.270567645
A32573C78745,Aaron Smayling,Corporate,United States,Central,Texas,Austin,78745,CA-2014-162691,2021-08-02,809933.0,TM294427,3.0,0.4,2021-08-08,Standard Class,Other,Technology,Machines,Bady BDG101FRU Card Printer,662.8571,283.272265,2021.0,8.0,8.0,1988.5712999999998,849.816795,1988.1712999999997,1138.3545049999998
A32573E10035,Aaron Smayling,Corporate,United States,East,New York,New York City,10035,US-2011-150126,2018-07-27,241042.0,OP909481,12.0,0.0,2018-08-02,Standard Class,Xerox,Office Supplies,Paper,Xerox 1956,5.625,3.879310345,2018.0,8.0,2.0,67.5,46.55172414,67.5,20.948275860000003
A32573S28540,Aaron Smayling,Corporate,United States,South,North Carolina,Jacksonville,28540,CA-2014-113481,2021-01-03,624654.0,OB523948,6.0,0.5,2021-01-05,First Class,Avery,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",5.0741,3.903153846,2021.0,1.0,5.0,30.444599999999998,23.418923076,29.944599999999998,6.525676923999999
A32573S28540,Aaron Smayling,Corporate,United States,South,North Carolina,Jacksonville,28540,CA-2014-113481,2021-01-03,624654.0,OB256203,5.0,0.5,2021-01-05,First Class,Avery,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,6.1563,4.461086957,2021.0,1.0,5.0,30.7815,22.305434785,30.2815,7.976065215000002
A32573S28540,Aaron Smayling,Corporate,United States,South,North Carolina,Jacksonville,28540,CA-2014-113481,2021-01-03,624654.0,TM288919,2.0,0.5,2021-01-05,First Class,Cisco,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,348.0,141.4634146,2021.0,1.0,5.0,696.0,282.9268292,695.5,412.5731708
A32573S22204,Aaron Smayling,Corporate,United States,South,Virginia,Arlington,22204,CA-2013-162901,2020-03-29,198472.0,OS735637,3.0,0.0,2020-04-01,First Class,Other,Office Supplies,Storage,Hanging Personal Folder File,14.7647,8.157292818,2020.0,4.0,1.0,44.2941,24.471878454,44.2941,19.822221546
A32573W91104,Aaron Smayling,Corporate,United States,West,California,Pasadena,91104,CA-2014-101749,2021-10-04,450361.0,OT401267,3.0,0.2,2021-10-09,Standard Class,Lesro,Office Units,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",58.9231,29.16985149,2021.0,10.0,9.0,176.7693,87.50955447,176.5693,89.05974553
A32573W94110,Aaron Smayling,Corporate,United States,West,California,San Francisco,94110,CA-2013-148747,2020-09-26,380425.0,OB172580,1.0,0.0,2020-09-28,First Class,Atlantic,Office Units,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",192.0,100.5235602,2020.0,9.0,28.0,192.0,100.5235602,192.0,91.4764398
A32573W97756,Aaron Smayling,Corporate,United States,West,Oregon,Redmond,97756,US-2014-147655,2021-09-05,494766.0,OB303974,7.0,0.5,2021-09-06,First Class,Avery,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",21.0,15.44117647,2021.0,9.0,6.0,147.0,108.08823529,146.5,38.41176471
A24266C46142,Adam Bellavance,Home Office,United States,Central,Indiana,Greenwood,46142,CA-2014-118213,2021-11-06,449673.0,OP474435,10.0,0.0,2021-11-08,First Class,Strathmore,Office Supplies,Paper,Strathmore Photo Mount Cards,6.4737,4.374121622,2021.0,11.0,8.0,64.737,43.74121622,64.737,20.995783779999996
A24266C46142,Adam Bellavance,Home Office,United States,Central,Indiana,Greenwood,46142,CA-2014-118213,2021-11-06,449673.0,OP692477,3.0,0.0,2021-11-08,First Class,Other,Office Supplies,Paper,Staples,16.6867,10.62847134,2021.0,11.0,8.0,50.06009999999999,31.885414020000002,50.06009999999999,18.17468597999999
A24266C46142,Adam Bellavance,Home Office,United States,Central,Indiana,Greenwood,46142,CA-2014-118213,2021-11-06,449673.0,OP956295,1.0,0.0,2021-11-08,First Class,Ampad,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.32,3.107913669,2021.0,11.0,8.0,4.32,3.107913669,4.32,1.212086331
A24266E3301,Adam Bellavance,Home Office,United States,East,New Hampshire,Concord,3301,CA-2013-161207,2020-08-30,999631.0,OS359159,2.0,0.0,2020-09-04,Standard Class,Acme,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,8.7188,4.817016575,2020.0,9.0,4.0,17.4376,9.63403315,17.4376,7.803566849999999
A24266E10009,Adam Bellavance,Home Office,United States,East,New York,New York City,10009,CA-2013-129714,2020-09-02,980862.0,OB647599,4.0,0.2,2020-09-04,First Class,GBC,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,665.3704,507.9163359,2020.0,9.0,4.0,2661.4816,2031.6653436,2661.2816000000003,629.6162564000003
A24266E10009,Adam Bellavance,Home Office,United States,East,New York,New York City,10009,CA-2013-129714,2020-09-02,980862.0,OP233413,3.0,0.0,2020-09-04,First Class,Xerox,Office Supplies,Paper,Xerox 1881,11.9737,8.804191176,2020.0,9.0,4.0,35.921099999999996,26.412573528,35.921099999999996,9.508526471999996
A24266E10009,Adam Bellavance,Home Office,United States,East,New York,New York City,10009,CA-2013-129714,2020-09-02,980862.0,OB284025,1.0,0.0,2020-09-04,First Class,Acco,Office Supplies,Binders,Acco Hanging Data Binders,2.4118,1.827121212,2020.0,9.0,4.0,2.4118,1.827121212,2.4118,0.584678788
A24266E10009,Adam Bellavance,Home Office,United States,East,New York,New York City,10009,CA-2013-129714,2020-09-02,980862.0,TA870966,1.0,0.0,2020-09-04,First Class,Other,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.4667,3.050330189,2020.0,9.0,4.0,6.4667,3.050330189,6.4667,3.4163698110000005
A24266E10009,Adam Bellavance,Home Office,United States,East,New York,New York City,10009,CA-2013-129714,2020-09-02,980862.0,OP233413,1.0,0.0,2020-09-04,First Class,Xerox,Office Supplies,Paper,Xerox 1881,11.9737,8.804191176,2020.0,9.0,4.0,11.9737,8.804191176,11.9737,3.1695088239999993
A24266E19143,Adam Bellavance,Home Office,United States,East,Pennsylvania,Philadelphia,19143,CA-2014-134173,2021-09-17,324313.0,OP847392,4.0,0.2,2021-09-22,Standard Class,Xerox,Office Supplies,Paper,Xerox 231,5.6429,3.712434211,2021.0,9.0,22.0,22.5716,14.849736844,22.3716,7.521863156
A24266S22980,Adam Bellavance,Home Office,United States,South,Virginia,Waynesboro,22980,US-2013-108637,2020-03-14,301439.0,OB774013,5.0,0.0,2020-03-19,Standard Class,Ibico,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,9.3,7.045454545,2020.0,3.0,19.0,46.5,35.227272725,46.5,11.272727275000001
A24266S22980,Adam Bellavance,Home Office,United States,South,Virginia,Waynesboro,22980,US-2013-108637,2020-03-14,301439.0,OF339678,1.0,0.0,2020-03-19,Standard Class,Howard Miller,Office Units,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",56.4828,33.22517647,2020.0,3.0,19.0,56.4828,33.22517647,56.4828,23.257623529999996
A24266S22980,Adam Bellavance,Home Office,United States,South,Virginia,Waynesboro,22980,US-2013-108637,2020-03-14,301439.0,OA835435,1.0,0.0,2020-03-19,Standard Class,Eureka,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",80.1538,53.79449664,2020.0,3.0,19.0,80.1538,53.79449664,80.1538,26.359303360000006
A24266W90004,Adam Bellavance,Home Office,United States,West,California,Los Angeles,90004,CA-2014-159688,2021-05-08,449834.0,TA687459,1.0,0.0,2021-05-13,Standard Class,Logitech,Technology,Accessories,Logitech G600 MMO Gaming Mouse,76.9524,39.46276923,2021.0,5.0,13.0,76.9524,39.46276923,76.9524,37.48963077
A24266W98198,Adam Bellavance,Home Office,United States,West,Washington,Des Moines,98198,CA-2012-150511,2019-09-18,908505.0,OP377497,2.0,0.0,2019-09-24,Standard Class,Wirebound,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",8.8571,5.677628205,2019.0,9.0,24.0,17.7142,11.35525641,17.7142,6.358943590000001
A24266W98105,Adam Bellavance,Home Office,United States,West,Washington,Seattle,98105,CA-2014-107174,2021-11-07,254054.0,OT573825,7.0,0.0,2021-11-14,Standard Class,Hon,Office Units,Tables,Hon 5100 Series Wood Tables,229.4231,114.1408458,2021.0,11.0,14.0,1605.9617,798.9859206,1605.9617,806.9757794000001
A24266W98105,Adam Bellavance,Home Office,United States,West,Washington,Seattle,98105,CA-2014-107174,2021-11-07,254054.0,TA889470,3.0,0.0,2021-11-14,Standard Class,SanDisk,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,34.8235,16.27266355,2021.0,11.0,14.0,104.47050000000002,48.81799065,104.47050000000002,55.65250935000002
A24266W98105,Adam Bellavance,Home Office,United States,West,Washington,Seattle,98105,CA-2014-107174,2021-11-07,254054.0,OC557912,2.0,0.2,2021-11-14,Standard Class,Hon,Office Units,Chairs,Hon 2090 ï¿½Pillow Softï¿½ Series Mid Back Swivel/Tilt Chairs,220.125,125.7857143,2021.0,11.0,14.0,440.25,251.5714286,440.05,188.47857140000002
A82503C76017,Adam Hart,Corporate,United States,Central,Texas,Arlington,76017,CA-2013-147109,2020-12-18,921958.0,OP127949,11.0,0.2,2020-12-22,Standard Class,Xerox,Office Supplies,Paper,Xerox 214,5.7568,3.762614379,2020.0,12.0,22.0,63.3248,41.388758169,63.1248,21.736041831
A82503C76017,Adam Hart,Corporate,United States,Central,Texas,Arlington,76017,CA-2013-147109,2020-12-18,921958.0,TA423218,2.0,0.2,2020-12-22,Standard Class,WD My Passport,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,59.2941,28.10146919,2020.0,12.0,22.0,118.5882,56.20293838,118.3882,62.18526162
A82503E10011,Adam Hart,Corporate,United States,East,New York,New York City,10011,CA-2013-149797,2020-09-16,910116.0,OB291860,2.0,0.2,2020-09-21,Standard Class,GBC,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,295.0435,212.2615108,2020.0,9.0,21.0,590.087,424.5230216,589.887,165.36397839999995
A82503E43229,Adam Hart,Corporate,United States,East,Ohio,Columbus,43229,CA-2012-161795,2019-12-21,236404.0,OA172336,2.0,0.2,2019-12-23,Second Class,Other,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.8824,1.140848485,2019.0,12.0,23.0,3.7648,2.28169697,3.5648,1.28310303
A82503E19013,Adam Hart,Corporate,United States,East,Pennsylvania,Chester,19013,CA-2014-112004,2021-09-26,315537.0,OB243249,5.0,0.5,2021-09-29,First Class,Avery,Office Supplies,Binders,Avery Metallic Poly Binders,4.3871,3.067902098,2021.0,9.0,29.0,21.9355,15.339510489999999,21.4355,6.0959895100000026
A82503E19013,Adam Hart,Corporate,United States,East,Pennsylvania,Chester,19013,CA-2014-112004,2021-09-26,315537.0,OS172485,2.0,0.2,2021-09-29,First Class,Other,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,114.7308,63.0389011,2021.0,9.0,29.0,229.4616,126.0778022,229.26160000000002,103.18379780000002
A82503E2920,Adam Hart,Corporate,United States,East,Rhode Island,Cranston,2920,CA-2014-125451,2021-10-24,422212.0,OP354482,8.0,0.0,2021-10-25,First Class,Wirebound,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",5.2857,3.830217391,2021.0,10.0,25.0,42.2856,30.641739128,42.2856,11.643860872000001
A82503E2920,Adam Hart,Corporate,United States,East,Rhode Island,Cranston,2920,CA-2014-125451,2021-10-24,422212.0,OT255139,4.0,0.3,2021-10-25,First Class,KI,Office Units,Tables,KI Adjustable-Height Table,61.5405,31.39821429,2021.0,10.0,25.0,246.162,125.59285716,245.862,120.26914284
A82503E2920,Adam Hart,Corporate,United States,East,Rhode Island,Cranston,2920,CA-2014-125451,2021-10-24,422212.0,OF440257,4.0,0.0,2021-10-25,First Class,Eldon,Office Units,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",7.2273,4.129885714,2021.0,10.0,25.0,28.9092,16.519542856,28.9092,12.389657143999997
A82503E2920,Adam Hart,Corporate,United States,East,Rhode Island,Cranston,2920,CA-2014-125451,2021-10-24,422212.0,OT985117,3.0,0.3,2021-10-25,First Class,Office Impressions,Office Units,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",252.2609,119.5549289,2021.0,10.0,25.0,756.7827,358.6647867,756.4827,397.81791330000004
A82503E2920,Adam Hart,Corporate,United States,East,Rhode Island,Cranston,2920,CA-2014-125451,2021-10-24,422212.0,OF365261,2.0,0.0,2021-10-25,First Class,Deflect-o,Office Units,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,93.6667,51.74955801,2021.0,10.0,25.0,187.3334,103.49911602,187.3334,83.83428398000001
A82503E2920,Adam Hart,Corporate,United States,East,Rhode Island,Cranston,2920,CA-2014-125451,2021-10-24,422212.0,OA147786,1.0,0.0,2021-10-25,First Class,Hoover,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,1.6667,1.035217391,2021.0,10.0,25.0,1.6667,1.035217391,1.6667,0.6314826090000001
A82503S30318,Adam Hart,Corporate,United States,South,Georgia,Atlanta,30318,CA-2014-165029,2021-11-27,880656.0,OA205751,3.0,0.0,2021-12-01,Standard Class,Newell,Office Supplies,Art,Newell 347,3.9375,2.276011561,2021.0,12.0,1.0,11.8125,6.828034682999999,11.8125,4.984465317000001
A82503S37918,Adam Hart,Corporate,United States,South,Tennessee,Knoxville,37918,CA-2014-145702,2021-05-20,462881.0,OP514212,7.0,0.2,2021-05-25,Second Class,Xerox,Office Supplies,Paper,Xerox 1949,4.1071,3.088045113,2021.0,5.0,25.0,28.7497,21.616315791,28.5497,6.933384209
A82503S37918,Adam Hart,Corporate,United States,South,Tennessee,Knoxville,37918,CA-2014-145702,2021-05-20,462881.0,OC201581,3.0,0.2,2021-05-25,Second Class,Office Star,Office Units,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,110.0,62.85714286,2021.0,5.0,25.0,330.0,188.57142858,329.8,141.22857142
A82503W92646,Adam Hart,Corporate,United States,West,California,Huntington Beach,92646,CA-2011-160066,2018-11-16,347130.0,OL111445,2.0,0.0,2018-11-22,Standard Class,Universal,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2.4444,1.865954198,2018.0,11.0,22.0,4.8888,3.731908396,4.8888,1.1568916039999997
A82503W90036,Adam Hart,Corporate,United States,West,California,Los Angeles,90036,CA-2013-144015,2020-06-27,370912.0,OF742518,5.0,0.0,2020-06-27,Same Day,Other,Office Supplies,Fasteners,OIC Binder Clips,3.3684,2.783801653,2020.0,6.0,27.0,16.842,13.919008264999999,16.842,2.922991735
A82503W90036,Adam Hart,Corporate,United States,West,California,Los Angeles,90036,CA-2013-144015,2020-06-27,370912.0,OS825936,3.0,0.0,2020-06-27,Same Day,Premier,Office Supplies,Supplies,Premier Electric Letter Opener,110.0417,61.13427778,2020.0,6.0,27.0,330.12510000000003,183.40283334,330.12510000000003,146.72226666000003
A82503W90036,Adam Hart,Corporate,United States,West,California,Los Angeles,90036,CA-2013-144015,2020-06-27,370912.0,OP501599,2.0,0.0,2020-06-27,Same Day,Ampad,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ï¿½ï¿½ x 11ï¿½",6.15,4.392857143,2020.0,6.0,27.0,12.3,8.785714286,12.3,3.5142857140000014
A82503W89015,Adam Hart,Corporate,United States,West,Nevada,Henderson,89015,CA-2014-118857,2021-04-16,410428.0,OF286103,5.0,0.0,2021-04-19,First Class,Howard Miller,Office Units,Furnishings,"Howard Miller 12"" Round Wall Clock",34.2143,19.22151685,2021.0,4.0,19.0,171.07150000000001,96.10758425,171.07150000000001,74.96391575000001
A12061C60653,Adam Shillingsburg,Consumer,United States,Central,Illinois,Chicago,60653,CA-2013-150007,2020-09-12,229466.0,OB932879,1.0,0.0,2020-09-17,Standard Class,Other,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.3846,0.954896552,2020.0,9.0,17.0,1.3846,0.954896552,1.3846,0.42970344800000004
A12061C60653,Adam Shillingsburg,Consumer,United States,Central,Illinois,Chicago,60653,CA-2013-150007,2020-09-12,229466.0,OL753171,1.0,0.0,2020-09-17,Standard Class,Smead,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,3.6,2.857142857,2020.0,9.0,17.0,3.6,2.857142857,3.6,0.7428571430000002
A12061C65807,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,CA-2012-127509,2019-11-09,767935.0,OT364245,7.0,0.0,2019-11-13,Standard Class,Bevis,Office Units,Tables,Bevis Round Conference Table Top & Single Column Base,120.8421,60.72467337,2019.0,11.0,13.0,845.8947000000001,425.07271359,845.8947000000001,420.8219864100001
A12061C65807,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,CA-2012-127509,2019-11-09,767935.0,OP900010,3.0,0.0,2019-11-13,Standard Class,Xerox,Office Supplies,Paper,Xerox 1978,5.0882,3.558181818,2019.0,11.0,13.0,15.264599999999998,10.674545454,15.264599999999998,4.5900545459999975
A12061C65807,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,CA-2012-127509,2019-11-09,767935.0,OE455663,3.0,0.0,2019-11-13,Standard Class,Other,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",7.7027,6.418916667,2019.0,11.0,13.0,23.1081,19.256750001,23.1081,3.851349999
A12061C65807,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,CA-2012-127509,2019-11-09,767935.0,OB386858,3.0,0.0,2019-11-13,Standard Class,Other,Office Supplies,Binders,Binder Posts,3.5,2.380952381,2019.0,11.0,13.0,10.5,7.1428571430000005,10.5,3.3571428569999995
A12061C65807,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,CA-2014-145877,2021-04-02,565993.0,OS735637,6.0,0.0,2021-04-05,Second Class,Other,Office Supplies,Storage,Hanging Personal Folder File,14.7647,8.157292818,2021.0,4.0,5.0,88.5882,48.943756908,88.5882,39.644443092
A12061C65807,Adam Shillingsburg,Consumer,United States,Central,Missouri,Springfield,65807,CA-2014-145877,2021-04-02,565993.0,OE209931,5.0,0.0,2021-04-05,Second Class,Other,Office Supplies,Envelopes,Staples,9.9059,8.254916667,2021.0,4.0,5.0,49.529500000000006,41.274583335,49.529500000000006,8.254916665000003
A12061C75061,Adam Shillingsburg,Consumer,United States,Central,Texas,Irving,75061,CA-2013-104311,2020-05-03,369170.0,OS205803,4.0,0.2,2020-05-07,Standard Class,Akro,Office Supplies,Storage,Akro Stacking Bins,7.1538,4.041694915,2020.0,5.0,7.0,28.6152,16.16677966,28.415200000000002,12.248420340000003
A12061C75061,Adam Shillingsburg,Consumer,United States,Central,Texas,Irving,75061,CA-2013-104311,2020-05-03,369170.0,OS395339,2.0,0.2,2020-05-07,Standard Class,Sterilite,Office Supplies,Storage,Sterilite Show Offs Storage Containers,4.9375,2.805397727,2020.0,5.0,7.0,9.875,5.610795454,9.675,4.064204546000001
A12061C75061,Adam Shillingsburg,Consumer,United States,Central,Texas,Irving,75061,CA-2013-104311,2020-05-03,369170.0,OL642654,2.0,0.2,2020-05-07,Standard Class,Avery,Office Supplies,Labels,Avery 502,2.5714,2.073709677,2020.0,5.0,7.0,5.1428,4.147419354,4.9428,0.7953806459999999
A12061E10011,Adam Shillingsburg,Consumer,United States,East,New York,New York City,10011,CA-2013-119865,2020-06-22,527004.0,OB454882,7.0,0.2,2020-06-27,Standard Class,Other,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",24.069,16.48561644,2020.0,6.0,27.0,168.483,115.39931508000001,168.28300000000002,52.88368492000001
A12061E10011,Adam Shillingsburg,Consumer,United States,East,New York,New York City,10011,CA-2013-119865,2020-06-22,527004.0,OB314964,4.0,0.2,2020-06-27,Standard Class,Other,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,5.0455,3.629856115,2020.0,6.0,27.0,20.182,14.51942446,19.982,5.46257554
A12061E10011,Adam Shillingsburg,Consumer,United States,East,New York,New York City,10011,CA-2013-119865,2020-06-22,527004.0,OB389362,2.0,0.2,2020-06-27,Standard Class,O'Sullivan,Office Units,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,162.9524,80.66950495,2020.0,6.0,27.0,325.9048,161.3390099,325.70480000000003,164.36579010000003
A12061E10035,Adam Shillingsburg,Consumer,United States,East,New York,New York City,10035,CA-2011-156160,2018-09-22,365001.0,OC156820,4.0,0.1,2018-09-29,Standard Class,Office Star,Office Units,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,135.0323,72.99043243,2018.0,9.0,29.0,540.1292,291.96172972,540.0292,248.06747027999995
A12061E10035,Adam Shillingsburg,Consumer,United States,East,New York,New York City,10035,CA-2011-156160,2018-09-22,365001.0,OA151528,4.0,0.0,2018-09-29,Standard Class,Avery,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",2.8889,1.622977528,2018.0,9.0,29.0,11.5556,6.491910112,11.5556,5.063689888
